"","CTYNAME","CENSUS2010POP","POPESTIMATE2019","BIRTHS2019","DEATHS2019","STNAME"
"1566","Lincoln County",52566,59013,790,467,"Missouri"
"1567","Linn County",12761,11920,124,163,"Missouri"
"1568","Livingston County",15195,15227,153,165,"Missouri"
"1569","McDonald County",23083,22837,364,220,"Missouri"
"1570","Macon County",15566,15117,182,193,"Missouri"
"1571","Madison County",12226,12088,135,177,"Missouri"
"1572","Maries County",9176,8697,76,91,"Missouri"
"1573","Marion County",28781,28530,346,310,"Missouri"
"1574","Mercer County",3785,3617,48,42,"Missouri"
"1575","Miller County",24748,25619,301,276,"Missouri"
"1576","Mississippi County",14358,13180,141,190,"Missouri"
"1577","Moniteau County",15607,16132,205,165,"Missouri"
"1578","Monroe County",8840,8644,87,92,"Missouri"
"1579","Montgomery County",12236,11551,127,140,"Missouri"
"1580","Morgan County",20565,20627,271,289,"Missouri"
"1581","New Madrid County",18956,17076,204,242,"Missouri"
"1582","Newton County",58114,58236,692,619,"Missouri"
"1583","Nodaway County",23370,22092,195,186,"Missouri"
"1584","Oregon County",10881,10529,111,146,"Missouri"
"1585","Osage County",13878,13615,142,131,"Missouri"
"1586","Ozark County",9723,9174,80,131,"Missouri"
"1587","Pemiscot County",18296,15805,224,236,"Missouri"
"1588","Perry County",18971,19136,222,222,"Missouri"
"1589","Pettis County",42201,42339,577,424,"Missouri"
"1590","Phelps County",45156,44573,461,421,"Missouri"
"1591","Pike County",18516,18302,206,189,"Missouri"
"1592","Platte County",89322,104418,1191,693,"Missouri"
"1593","Polk County",31137,32149,399,388,"Missouri"
"1594","Pulaski County",52274,52607,676,297,"Missouri"
"1595","Putnam County",4979,4696,55,55,"Missouri"
"1596","Ralls County",10167,10309,101,76,"Missouri"
"1597","Randolph County",25414,24748,292,239,"Missouri"
"1598","Ray County",23494,23018,262,279,"Missouri"
"1599","Reynolds County",6696,6270,64,91,"Missouri"
"1600","Ripley County",14100,13288,137,204,"Missouri"
"1601","St. Charles County",360485,402022,4289,2988,"Missouri"
"1602","St. Clair County",9805,9397,92,134,"Missouri"
"1603","Ste. Genevieve County",18145,17894,204,199,"Missouri"
"1604","St. Francois County",65359,67215,693,774,"Missouri"
"1605","St. Louis County",998954,994205,11089,10264,"Missouri"
"1606","Saline County",23370,22761,240,241,"Missouri"
"1607","Schuyler County",4431,4660,76,49,"Missouri"
"1608","Scotland County",4843,4902,73,40,"Missouri"
"1609","Scott County",39191,38280,482,454,"Missouri"
"1610","Shannon County",8441,8166,92,81,"Missouri"
"1611","Shelby County",6373,5930,76,51,"Missouri"
"1612","Stoddard County",29968,29025,328,388,"Missouri"
"1613","Stone County",32202,31952,253,403,"Missouri"
"1614","Sullivan County",6714,6089,86,71,"Missouri"
"1615","Taney County",51675,55928,615,555,"Missouri"
"1616","Texas County",26008,25398,268,290,"Missouri"
"1617","Vernon County",21159,20563,242,227,"Missouri"
"1618","Warren County",32513,35649,416,313,"Missouri"
"1619","Washington County",25195,24730,274,271,"Missouri"
"1620","Wayne County",13521,12873,124,201,"Missouri"
"1621","Webster County",36202,39592,572,378,"Missouri"
"1622","Worth County",2171,2013,23,18,"Missouri"
"1623","Wright County",18815,18289,243,243,"Missouri"
"1624","St. Louis city",319294,300576,3938,3079,"Missouri"
"1626","Beaverhead County",9246,9453,77,99,"Montana"
"1627","Big Horn County",12865,13319,244,132,"Montana"
"1628","Blaine County",6491,6681,81,63,"Montana"
"1629","Broadwater County",5612,6237,60,51,"Montana"
"1630","Carbon County",10078,10725,73,86,"Montana"
"1631","Carter County",1160,1252,19,15,"Montana"
"1632","Cascade County",81327,81366,1054,785,"Montana"
"1633","Chouteau County",5813,5635,44,64,"Montana"
"1634","Custer County",11699,11402,126,148,"Montana"
"1635","Daniels County",1751,1690,17,14,"Montana"
"1636","Dawson County",8966,8613,73,83,"Montana"
"1637","Deer Lodge County",9298,9140,69,120,"Montana"
"1638","Fallon County",2890,2846,37,26,"Montana"
"1639","Fergus County",11586,11050,104,130,"Montana"
"1640","Flathead County",90928,103806,1113,917,"Montana"
"1641","Gallatin County",89513,114434,1262,612,"Montana"
"1642","Garfield County",1206,1258,14,12,"Montana"
"1643","Glacier County",13399,13753,238,142,"Montana"
"1644","Golden Valley County",884,821,12,5,"Montana"
"1645","Granite County",3079,3379,16,34,"Montana"
"1646","Hill County",16096,16484,289,161,"Montana"
"1647","Jefferson County",11406,12221,105,138,"Montana"
"1648","Judith Basin County",2072,2007,12,14,"Montana"
"1649","Lake County",28746,30458,317,331,"Montana"
"1650","Lewis and Clark County",63395,69432,742,653,"Montana"
"1651","Liberty County",2339,2337,16,20,"Montana"
"1652","Lincoln County",19687,19980,158,282,"Montana"
"1653","McCone County",1734,1664,16,15,"Montana"
"1654","Madison County",7691,8600,53,78,"Montana"
"1655","Meagher County",1891,1862,12,17,"Montana"
"1656","Mineral County",4223,4397,37,56,"Montana"
"1657","Missoula County",109299,119600,1131,887,"Montana"
"1658","Musselshell County",4538,4633,41,70,"Montana"
"1659","Park County",15636,16606,154,166,"Montana"
"1660","Petroleum County",494,487,2,8,"Montana"
"1661","Phillips County",4253,3954,42,47,"Montana"
"1662","Pondera County",6153,5911,77,56,"Montana"
"1663","Powder River County",1743,1682,21,17,"Montana"
"1664","Powell County",7027,6890,57,84,"Montana"
"1665","Prairie County",1179,1077,12,7,"Montana"
"1666","Ravalli County",40212,43806,370,484,"Montana"
"1667","Richland County",9746,10803,125,81,"Montana"
"1668","Roosevelt County",10425,11004,205,170,"Montana"
"1669","Rosebud County",9233,8937,137,98,"Montana"
"1670","Sanders County",11413,12113,112,128,"Montana"
"1671","Sheridan County",3384,3309,41,49,"Montana"
"1672","Silver Bow County",34200,34915,364,419,"Montana"
"1673","Stillwater County",9117,9642,77,82,"Montana"
"1674","Sweet Grass County",3651,3737,34,33,"Montana"
"1675","Teton County",6073,6147,77,61,"Montana"
"1676","Toole County",5324,4736,63,44,"Montana"
"1677","Treasure County",718,696,8,2,"Montana"
"1678","Valley County",7369,7396,85,58,"Montana"
"1679","Wheatland County",2168,2126,26,21,"Montana"
"1680","Wibaux County",1017,969,10,10,"Montana"
"1681","Yellowstone County",147972,161300,1857,1485,"Montana"
"1683","Adams County",31364,31363,391,316,"Nebraska"
"1684","Antelope County",6685,6298,80,59,"Nebraska"
"1685","Arthur County",460,463,3,3,"Nebraska"
"1686","Banner County",690,745,9,3,"Nebraska"
"1687","Blaine County",478,465,6,4,"Nebraska"
"1688","Boone County",5505,5192,56,62,"Nebraska"
"1689","Box Butte County",11308,10783,124,97,"Nebraska"
"1690","Boyd County",2099,1919,14,19,"Nebraska"
"1691","Brown County",3145,2955,27,32,"Nebraska"
"1692","Buffalo County",46102,49659,632,369,"Nebraska"
"1693","Burt County",6858,6459,64,98,"Nebraska"
"1694","Butler County",8395,8016,87,85,"Nebraska"
"1695","Cass County",25241,26248,267,232,"Nebraska"
"1696","Cedar County",8852,8402,103,93,"Nebraska"
"1697","Chase County",3966,3924,45,53,"Nebraska"
"1698","Cherry County",5713,5689,77,57,"Nebraska"
"1699","Cheyenne County",9998,8910,86,84,"Nebraska"
"1700","Clay County",6542,6203,80,69,"Nebraska"
"1701","Colfax County",10515,10709,193,72,"Nebraska"
"1702","Cuming County",9139,8846,105,83,"Nebraska"
"1703","Custer County",10939,10777,125,128,"Nebraska"
"1704","Dakota County",21006,20026,361,129,"Nebraska"
"1705","Dawes County",9182,8589,77,81,"Nebraska"
"1706","Dawson County",24326,23595,404,196,"Nebraska"
"1707","Deuel County",1941,1794,13,15,"Nebraska"
"1708","Dixon County",6000,5636,76,55,"Nebraska"
"1709","Dodge County",36691,36565,454,400,"Nebraska"
"1710","Douglas County",517110,571327,8236,3996,"Nebraska"
"1711","Dundy County",2008,1693,16,24,"Nebraska"
"1712","Fillmore County",5890,5462,65,66,"Nebraska"
"1713","Franklin County",3225,2979,35,27,"Nebraska"
"1714","Frontier County",2756,2627,24,15,"Nebraska"
"1715","Furnas County",4959,4676,56,55,"Nebraska"
"1716","Gage County",22311,21513,228,255,"Nebraska"
"1717","Garden County",2057,1837,19,18,"Nebraska"
"1718","Garfield County",2049,1969,18,29,"Nebraska"
"1719","Gosper County",2044,1990,20,18,"Nebraska"
"1720","Grant County",614,623,10,4,"Nebraska"
"1721","Greeley County",2538,2356,29,23,"Nebraska"
"1722","Hall County",58607,61353,953,523,"Nebraska"
"1723","Hamilton County",9124,9324,106,84,"Nebraska"
"1724","Harlan County",3423,3380,31,39,"Nebraska"
"1725","Hayes County",967,922,20,5,"Nebraska"
"1726","Hitchcock County",2908,2762,20,37,"Nebraska"
"1727","Holt County",10435,10067,139,120,"Nebraska"
"1728","Hooker County",736,682,6,7,"Nebraska"
"1729","Howard County",6274,6445,72,59,"Nebraska"
"1730","Jefferson County",7547,7046,73,82,"Nebraska"
"1731","Johnson County",5217,5071,41,57,"Nebraska"
"1732","Kearney County",6489,6495,80,62,"Nebraska"
"1733","Keith County",8368,8034,85,82,"Nebraska"
"1734","Keya Paha County",824,806,6,8,"Nebraska"
"1735","Kimball County",3821,3632,34,43,"Nebraska"
"1736","Knox County",8701,8332,100,99,"Nebraska"
"1737","Lancaster County",285407,319090,3883,2145,"Nebraska"
"1738","Lincoln County",36288,34914,414,346,"Nebraska"
"1739","Logan County",763,748,6,8,"Nebraska"
"1740","Loup County",632,664,8,6,"Nebraska"
"1741","McPherson County",539,494,3,2,"Nebraska"
"1742","Madison County",34876,35099,497,369,"Nebraska"
"1743","Merrick County",7845,7755,86,81,"Nebraska"
"1744","Morrill County",5042,4642,45,42,"Nebraska"
"1745","Nance County",3735,3519,37,28,"Nebraska"
"1746","Nemaha County",7248,6972,101,67,"Nebraska"
"1747","Nuckolls County",4500,4148,43,61,"Nebraska"
"1748","Otoe County",15740,16012,192,154,"Nebraska"
"1749","Pawnee County",2773,2613,33,31,"Nebraska"
"1750","Perkins County",2970,2891,33,26,"Nebraska"
"1751","Phelps County",9188,9034,116,92,"Nebraska"
"1752","Pierce County",7266,7148,87,67,"Nebraska"
"1753","Platte County",32237,33470,461,281,"Nebraska"
"1754","Polk County",5406,5213,61,63,"Nebraska"
"1755","Red Willow County",11055,10724,135,123,"Nebraska"
"1756","Richardson County",8363,7865,90,118,"Nebraska"
"1757","Rock County",1526,1357,13,14,"Nebraska"
"1758","Saline County",14200,14224,190,131,"Nebraska"
"1759","Sarpy County",158840,187196,2490,1069,"Nebraska"
"1760","Saunders County",20780,21578,247,202,"Nebraska"
"1761","Scotts Bluff County",36970,35618,454,388,"Nebraska"
"1762","Seward County",16750,17284,194,162,"Nebraska"
"1763","Sheridan County",5469,5246,57,63,"Nebraska"
"1764","Sherman County",3152,3001,37,38,"Nebraska"
"1765","Sioux County",1311,1166,12,3,"Nebraska"
"1766","Stanton County",6129,5920,68,38,"Nebraska"
"1767","Thayer County",5228,5003,47,73,"Nebraska"
"1768","Thomas County",647,722,6,0,"Nebraska"
"1769","Thurston County",6940,7224,152,83,"Nebraska"
"1770","Valley County",4260,4158,46,46,"Nebraska"
"1771","Washington County",20234,20729,207,176,"Nebraska"
"1772","Wayne County",9595,9385,95,68,"Nebraska"
"1773","Webster County",3812,3487,39,47,"Nebraska"
"1774","Wheeler County",818,783,7,5,"Nebraska"
"1775","York County",13665,13679,170,135,"Nebraska"
"1777","Churchill County",24877,24909,327,260,"Nevada"
"1778","Clark County",1951269,2266715,27048,17919,"Nevada"
"1779","Douglas County",46997,48905,287,549,"Nevada"
"1780","Elko County",48818,52778,775,371,"Nevada"
"1781","Esmeralda County",783,873,6,7,"Nevada"
"1782","Eureka County",1987,2029,12,10,"Nevada"
"1783","Humboldt County",16528,16831,221,112,"Nevada"
"1784","Lander County",5775,5532,76,37,"Nevada"
"1785","Lincoln County",5345,5183,55,62,"Nevada"
"1786","Lyon County",51980,57510,664,619,"Nevada"
"1787","Mineral County",4772,4505,57,100,"Nevada"
"1788","Nye County",43946,46523,379,735,"Nevada"
"1789","Pershing County",6753,6725,53,43,"Nevada"
"1790","Storey County",4010,4123,11,21,"Nevada"
"1791","Washoe County",421407,471519,5259,4032,"Nevada"
"1792","White Pine County",10030,9580,104,96,"Nevada"
"1793","Carson City",55274,55916,598,637,"Nevada"
"1795","Belknap County",60088,61303,478,775,"New Hampshire"
"1796","Carroll County",47818,48910,325,582,"New Hampshire"
"1797","Cheshire County",77117,76085,636,718,"New Hampshire"
"1798","Coos County",33055,31563,225,419,"New Hampshire"
"1799","Grafton County",89118,89886,681,830,"New Hampshire"
"1800","Hillsborough County",400721,417025,4148,3390,"New Hampshire"
"1801","Merrimack County",146445,151391,1305,1388,"New Hampshire"
"1802","Rockingham County",295223,309769,2663,2519,"New Hampshire"
"1803","Strafford County",123143,130633,1163,1072,"New Hampshire"
"1804","Sullivan County",43742,43146,380,432,"New Hampshire"
"1806","Atlantic County",274549,263670,2718,2793,"New Jersey"
"1807","Bergen County",905116,932202,9153,7248,"New Jersey"
"1808","Burlington County",448734,445349,4333,4022,"New Jersey"
"1809","Camden County",513657,506471,5923,4741,"New Jersey"
"1810","Cape May County",97265,92039,734,1299,"New Jersey"
"1811","Cumberland County",156898,149527,1757,1435,"New Jersey"
"1812","Essex County",783969,798975,10165,6457,"New Jersey"
"1813","Gloucester County",288288,291636,2841,2694,"New Jersey"
"1814","Hudson County",634266,672391,10019,4371,"New Jersey"
"1815","Hunterdon County",128349,124371,972,1009,"New Jersey"
"1816","Mercer County",366513,367430,4021,2987,"New Jersey"
"1817","Middlesex County",809858,825062,8907,6284,"New Jersey"
"1818","Monmouth County",630380,618795,5644,5867,"New Jersey"
"1819","Morris County",492276,491845,4568,3857,"New Jersey"
"1820","Ocean County",576567,607186,8555,7091,"New Jersey"
"1821","Passaic County",501226,501826,6602,3769,"New Jersey"
"1822","Salem County",66083,62385,684,756,"New Jersey"
"1823","Somerset County",323444,328934,3033,2613,"New Jersey"
"1824","Sussex County",149265,140488,1207,1266,"New Jersey"
"1825","Union County",536499,556341,6738,4195,"New Jersey"
"1826","Warren County",108692,105267,927,969,"New Jersey"
"1828","Bernalillo County",662564,679121,7130,5949,"New Mexico"
"1829","Catron County",3725,3527,10,28,"New Mexico"
"1830","Chaves County",65645,64615,819,635,"New Mexico"
"1831","Cibola County",27213,26675,306,263,"New Mexico"
"1832","Colfax County",13750,11941,110,124,"New Mexico"
"1833","Curry County",48376,48954,824,378,"New Mexico"
"1834","De Baca County",2022,1748,13,16,"New Mexico"
"1835","Doña Ana County",209233,218195,2630,1615,"New Mexico"
"1836","Eddy County",53829,58460,805,550,"New Mexico"
"1837","Grant County",29514,26998,256,325,"New Mexico"
"1838","Guadalupe County",4687,4300,41,43,"New Mexico"
"1839","Harding County",695,625,2,9,"New Mexico"
"1840","Hidalgo County",4894,4198,41,51,"New Mexico"
"1841","Lea County",64727,71070,1086,507,"New Mexico"
"1842","Lincoln County",20497,19572,174,207,"New Mexico"
"1843","Los Alamos County",17950,19369,173,111,"New Mexico"
"1844","Luna County",25095,23709,346,281,"New Mexico"
"1845","McKinley County",71492,71367,817,642,"New Mexico"
"1846","Mora County",4881,4521,30,37,"New Mexico"
"1847","Otero County",63797,67490,934,615,"New Mexico"
"1848","Quay County",9041,8253,90,95,"New Mexico"
"1849","Rio Arriba County",40246,38921,417,459,"New Mexico"
"1850","Roosevelt County",19846,18500,253,145,"New Mexico"
"1851","Sandoval County",131561,146748,1405,1145,"New Mexico"
"1852","San Juan County",130044,123958,1410,1109,"New Mexico"
"1853","San Miguel County",29393,27277,247,271,"New Mexico"
"1854","Santa Fe County",144170,150358,1189,1191,"New Mexico"
"1855","Sierra County",11988,10791,98,236,"New Mexico"
"1856","Socorro County",17866,16637,175,148,"New Mexico"
"1857","Taos County",32937,32723,271,317,"New Mexico"
"1858","Torrance County",16383,15461,153,150,"New Mexico"
"1859","Union County",4549,4059,38,37,"New Mexico"
"1860","Valencia County",76569,76688,832,699,"New Mexico"
"1862","Albany County",304204,305506,3024,2776,"New York"
"1863","Allegany County",48946,46091,445,460,"New York"
"1864","Bronx County",1385108,1418207,19674,11145,"New York"
"1865","Broome County",200600,190488,1920,2113,"New York"
"1866","Cattaraugus County",80317,76117,801,848,"New York"
"1867","Cayuga County",80026,76576,741,711,"New York"
"1868","Chautauqua County",134905,126903,1282,1398,"New York"
"1869","Chemung County",88830,83456,859,943,"New York"
"1870","Chenango County",50477,47207,470,535,"New York"
"1871","Clinton County",82128,80485,756,744,"New York"
"1872","Columbia County",63096,59461,489,676,"New York"
"1873","Cortland County",49336,47581,472,422,"New York"
"1874","Delaware County",47980,44135,345,571,"New York"
"1875","Dutchess County",297488,294218,2584,2765,"New York"
"1876","Erie County",919040,918702,9756,9765,"New York"
"1877","Essex County",39370,36885,308,413,"New York"
"1878","Franklin County",51599,50022,444,524,"New York"
"1879","Fulton County",55531,53383,517,565,"New York"
"1880","Genesee County",60079,57280,542,630,"New York"
"1881","Greene County",49221,47188,384,540,"New York"
"1882","Hamilton County",4836,4416,28,63,"New York"
"1883","Herkimer County",64519,61319,560,659,"New York"
"1884","Jefferson County",116229,109834,1913,919,"New York"
"1885","Kings County",2504700,2559903,37786,18218,"New York"
"1886","Lewis County",27087,26296,322,271,"New York"
"1887","Livingston County",65393,62914,478,552,"New York"
"1888","Madison County",73442,70941,668,628,"New York"
"1889","Monroe County",744344,741770,7762,6693,"New York"
"1890","Montgomery County",50219,49221,613,533,"New York"
"1891","Nassau County",1339532,1356924,14001,11312,"New York"
"1892","New York County",1585873,1628706,16968,12171,"New York"
"1893","Niagara County",216469,209281,2067,2382,"New York"
"1894","Oneida County",234878,228671,2482,2490,"New York"
"1895","Onondaga County",467026,460528,4952,4214,"New York"
"1896","Ontario County",107931,109777,979,1079,"New York"
"1897","Orange County",372813,384940,5043,2884,"New York"
"1898","Orleans County",42883,40352,389,418,"New York"
"1899","Oswego County",122109,117124,1207,1090,"New York"
"1900","Otsego County",62259,59493,485,648,"New York"
"1901","Putnam County",99710,98320,800,784,"New York"
"1902","Queens County",2230722,2253858,27453,16380,"New York"
"1903","Rensselaer County",159429,158714,1548,1610,"New York"
"1904","Richmond County",468730,476143,5322,4147,"New York"
"1905","Rockland County",311687,325789,5370,2457,"New York"
"1906","St. Lawrence County",111944,107740,988,1082,"New York"
"1907","Saratoga County",219607,229863,2103,2050,"New York"
"1908","Schenectady County",154727,155299,1792,1486,"New York"
"1909","Schoharie County",32749,30999,237,313,"New York"
"1910","Schuyler County",18343,17807,146,187,"New York"
"1911","Seneca County",35251,34016,318,313,"New York"
"1912","Steuben County",98990,95379,981,1022,"New York"
"1913","Suffolk County",1493350,1476601,15129,13146,"New York"
"1914","Sullivan County",77547,75432,779,779,"New York"
"1915","Tioga County",51125,48203,425,492,"New York"
"1916","Tompkins County",101564,102180,742,636,"New York"
"1917","Ulster County",182493,177573,1433,1743,"New York"
"1918","Warren County",65707,63944,529,674,"New York"
"1919","Washington County",63216,61204,545,681,"New York"
"1920","Wayne County",93772,89918,941,873,"New York"
"1921","Westchester County",949113,967506,10183,7582,"New York"
"1922","Wyoming County",42155,39859,328,345,"New York"
"1923","Yates County",25348,24913,316,267,"New York"
"1925","Alamance County",151131,169509,1976,1646,"North Carolina"
"1926","Alexander County",37198,37497,363,399,"North Carolina"
"1927","Alleghany County",11155,11137,99,133,"North Carolina"
"1928","Anson County",26948,24446,253,272,"North Carolina"
"1929","Ashe County",27281,27203,216,350,"North Carolina"
"1930","Avery County",17797,17557,130,215,"North Carolina"
"1931","Beaufort County",47759,46994,439,628,"North Carolina"
"1932","Bertie County",21282,18947,167,268,"North Carolina"
"1933","Bladen County",35190,32722,337,468,"North Carolina"
"1934","Brunswick County",107431,142820,1027,1738,"North Carolina"
"1935","Buncombe County",238318,261191,2413,2700,"North Carolina"
"1936","Burke County",90912,90485,883,1034,"North Carolina"
"1937","Cabarrus County",178011,216453,2600,1688,"North Carolina"
"1938","Caldwell County",83029,82178,774,969,"North Carolina"
"1939","Camden County",9980,10867,96,63,"North Carolina"
"1940","Carteret County",66469,69473,531,894,"North Carolina"
"1941","Caswell County",23719,22604,210,245,"North Carolina"
"1942","Catawba County",154358,159551,1671,1713,"North Carolina"
"1943","Chatham County",63505,74470,667,770,"North Carolina"
"1944","Cherokee County",27444,28612,250,380,"North Carolina"
"1945","Chowan County",14793,13943,136,191,"North Carolina"
"1946","Clay County",10587,11231,87,163,"North Carolina"
"1947","Cleveland County",98078,97947,1102,1219,"North Carolina"
"1948","Columbus County",58098,55508,558,761,"North Carolina"
"1949","Craven County",103505,102139,1340,1035,"North Carolina"
"1950","Cumberland County",319431,335509,5376,2644,"North Carolina"
"1951","Currituck County",23547,27763,268,243,"North Carolina"
"1952","Dare County",33920,37009,332,360,"North Carolina"
"1953","Davidson County",162878,167609,1764,1815,"North Carolina"
"1954","Davie County",41240,42846,385,406,"North Carolina"
"1955","Duplin County",58505,58741,664,593,"North Carolina"
"1956","Durham County",267587,321488,4186,2235,"North Carolina"
"1957","Edgecombe County",56552,51472,589,634,"North Carolina"
"1958","Forsyth County",350670,382295,4356,3339,"North Carolina"
"1959","Franklin County",60619,69685,725,642,"North Carolina"
"1960","Gaston County",206086,224529,2580,2422,"North Carolina"
"1961","Gates County",12197,11562,96,142,"North Carolina"
"1962","Graham County",8861,8441,72,99,"North Carolina"
"1963","Granville County",59916,60443,601,599,"North Carolina"
"1964","Greene County",21362,21069,206,223,"North Carolina"
"1965","Guilford County",488406,537174,6111,4602,"North Carolina"
"1966","Halifax County",54691,50010,540,706,"North Carolina"
"1967","Harnett County",114678,135976,1873,1105,"North Carolina"
"1968","Haywood County",59036,62317,587,766,"North Carolina"
"1969","Henderson County",106740,117417,1066,1426,"North Carolina"
"1970","Hertford County",24669,23677,224,287,"North Carolina"
"1971","Hoke County",46952,55234,847,362,"North Carolina"
"1972","Hyde County",5810,4937,33,49,"North Carolina"
"1973","Iredell County",159437,181806,1872,1685,"North Carolina"
"1974","Jackson County",40271,43938,362,371,"North Carolina"
"1975","Johnston County",168878,209339,2371,1618,"North Carolina"
"1976","Jones County",10153,9419,91,118,"North Carolina"
"1977","Lee County",57866,61779,774,563,"North Carolina"
"1978","Lenoir County",59495,55949,608,768,"North Carolina"
"1979","Lincoln County",78265,86111,834,891,"North Carolina"
"1980","McDowell County",44996,45756,437,513,"North Carolina"
"1981","Macon County",33922,35858,333,417,"North Carolina"
"1982","Madison County",20764,21755,198,240,"North Carolina"
"1983","Martin County",24505,22440,246,313,"North Carolina"
"1984","Mecklenburg County",919628,1110356,14736,6883,"North Carolina"
"1985","Mitchell County",15579,14964,139,221,"North Carolina"
"1986","Montgomery County",27798,27173,268,269,"North Carolina"
"1987","Moore County",88247,100880,1139,1169,"North Carolina"
"1988","Nash County",95840,94298,1061,1041,"North Carolina"
"1989","New Hanover County",202667,234473,2197,2034,"North Carolina"
"1990","Northampton County",22099,19483,173,297,"North Carolina"
"1991","Onslow County",177772,197938,3951,1094,"North Carolina"
"1992","Orange County",133801,148476,1158,855,"North Carolina"
"1993","Pamlico County",13144,12726,79,157,"North Carolina"
"1994","Pasquotank County",40661,39824,463,370,"North Carolina"
"1995","Pender County",52217,63060,647,556,"North Carolina"
"1996","Perquimans County",13453,13463,116,146,"North Carolina"
"1997","Person County",39464,39490,417,448,"North Carolina"
"1998","Pitt County",168148,180742,2053,1432,"North Carolina"
"1999","Polk County",20510,20724,155,308,"North Carolina"
"2000","Randolph County",141752,143667,1538,1573,"North Carolina"
"2001","Richmond County",46639,44829,559,556,"North Carolina"
"2002","Robeson County",134168,130625,1697,1378,"North Carolina"
"2003","Rockingham County",93643,91010,871,1174,"North Carolina"
"2004","Rowan County",138428,142088,1575,1570,"North Carolina"
"2005","Rutherford County",67810,67029,662,862,"North Carolina"
"2006","Sampson County",63431,63531,825,685,"North Carolina"
"2007","Scotland County",36157,34823,436,427,"North Carolina"
"2008","Stanly County",60585,62806,709,715,"North Carolina"
"2009","Stokes County",47401,45591,387,556,"North Carolina"
"2010","Surry County",73673,71783,736,874,"North Carolina"
"2011","Swain County",13981,14271,143,221,"North Carolina"
"2012","Transylvania County",33090,34385,261,394,"North Carolina"
"2013","Tyrrell County",4407,4016,31,48,"North Carolina"
"2014","Union County",201292,239859,2431,1521,"North Carolina"
"2015","Vance County",45422,44535,571,525,"North Carolina"
"2016","Wake County",900993,1111761,12634,6210,"North Carolina"
"2017","Warren County",20972,19731,161,267,"North Carolina"
"2018","Washington County",13228,11580,129,155,"North Carolina"
"2019","Watauga County",51079,56177,381,401,"North Carolina"
"2020","Wayne County",122623,123131,1608,1384,"North Carolina"
"2021","Wilkes County",69340,68412,670,817,"North Carolina"
"2022","Wilson County",81234,81801,944,944,"North Carolina"
"2023","Yadkin County",38406,37667,379,426,"North Carolina"
"2024","Yancey County",17818,18069,181,211,"North Carolina"
"2026","Adams County",2343,2216,20,28,"North Dakota"
"2027","Barnes County",11066,10415,90,126,"North Dakota"
"2028","Benson County",6660,6832,139,69,"North Dakota"
"2029","Billings County",783,928,10,5,"North Dakota"
"2030","Bottineau County",6429,6282,61,90,"North Dakota"
"2031","Bowman County",3151,3024,35,34,"North Dakota"
"2032","Burke County",1968,2115,26,17,"North Dakota"
"2033","Burleigh County",81308,95626,1180,759,"North Dakota"
"2034","Cass County",149778,181923,2511,1116,"North Dakota"
"2035","Cavalier County",3993,3762,56,50,"North Dakota"
"2036","Dickey County",5289,4872,61,55,"North Dakota"
"2037","Divide County",2071,2264,23,22,"North Dakota"
"2038","Dunn County",3536,4424,67,17,"North Dakota"
"2039","Eddy County",2385,2287,33,37,"North Dakota"
"2040","Emmons County",3550,3241,32,49,"North Dakota"
"2041","Foster County",3343,3210,38,32,"North Dakota"
"2042","Golden Valley County",1680,1761,20,9,"North Dakota"
"2043","Grand Forks County",66861,69451,974,526,"North Dakota"
"2044","Grant County",2394,2274,26,24,"North Dakota"
"2045","Griggs County",2420,2231,22,31,"North Dakota"
"2046","Hettinger County",2477,2499,36,23,"North Dakota"
"2047","Kidder County",2435,2480,26,15,"North Dakota"
"2048","LaMoure County",4139,4046,52,41,"North Dakota"
"2049","Logan County",1990,1850,21,25,"North Dakota"
"2050","McHenry County",5395,5745,64,60,"North Dakota"
"2051","McIntosh County",2809,2497,26,46,"North Dakota"
"2052","McKenzie County",6360,15024,264,64,"North Dakota"
"2053","McLean County",8962,9450,111,98,"North Dakota"
"2054","Mercer County",8424,8187,88,81,"North Dakota"
"2055","Morton County",27471,31364,434,290,"North Dakota"
"2056","Mountrail County",7673,10545,186,97,"North Dakota"
"2057","Nelson County",3126,2879,23,50,"North Dakota"
"2058","Oliver County",1846,1959,22,6,"North Dakota"
"2059","Pembina County",7413,6801,70,84,"North Dakota"
"2060","Pierce County",4357,3975,41,55,"North Dakota"
"2061","Ramsey County",11451,11519,174,130,"North Dakota"
"2062","Ransom County",5457,5218,49,73,"North Dakota"
"2063","Renville County",2470,2327,17,26,"North Dakota"
"2064","Richland County",16321,16177,190,126,"North Dakota"
"2065","Rolette County",13937,14176,226,187,"North Dakota"
"2066","Sargent County",3829,3898,45,33,"North Dakota"
"2067","Sheridan County",1321,1315,12,7,"North Dakota"
"2068","Sioux County",4153,4230,78,74,"North Dakota"
"2069","Slope County",727,750,8,0,"North Dakota"
"2070","Stark County",24199,31489,506,234,"North Dakota"
"2071","Steele County",1975,1890,20,6,"North Dakota"
"2072","Stutsman County",21100,20704,223,214,"North Dakota"
"2073","Towner County",2246,2189,20,23,"North Dakota"
"2074","Traill County",8121,8036,87,83,"North Dakota"
"2075","Walsh County",11119,10641,124,128,"North Dakota"
"2076","Ward County",61675,67641,1099,491,"North Dakota"
"2077","Wells County",4207,3834,45,50,"North Dakota"
